"human" "cell_type1"
"human3_lib3.final_cell_0015" 3 "acinar"
"human3_lib3.final_cell_0016" 3 "acinar"
"human3_lib3.final_cell_0017" 3 "acinar"
"human3_lib3.final_cell_0018" 3 "acinar"
"human3_lib3.final_cell_0019" 3 "acinar"
"human3_lib3.final_cell_0020" 3 "acinar"
"human3_lib3.final_cell_0021" 3 "acinar"
"human3_lib3.final_cell_0022" 3 "acinar"
"human3_lib3.final_cell_0023" 3 "acinar"
"human3_lib3.final_cell_0024" 3 "acinar"
"human3_lib3.final_cell_0025" 3 "acinar"
"human3_lib3.final_cell_0026" 3 "acinar"
"human3_lib3.final_cell_0027" 3 "acinar"
"human3_lib3.final_cell_0028" 3 "acinar"
"human3_lib3.final_cell_0029" 3 "acinar"
"human3_lib3.final_cell_0030" 3 "acinar"
"human3_lib3.final_cell_0031" 3 "acinar"
"human3_lib3.final_cell_0032" 3 "alpha"
"human3_lib3.final_cell_0033" 3 "acinar"
"human3_lib3.final_cell_0034" 3 "delta"
"human3_lib3.final_cell_0035" 3 "acinar"
"human3_lib3.final_cell_0036" 3 "acinar"
"human3_lib3.final_cell_0037" 3 "acinar"
"human3_lib3.final_cell_0038" 3 "acinar"
"human3_lib3.final_cell_0039" 3 "acinar"
"human3_lib3.final_cell_0040" 3 "acinar"
"human3_lib3.final_cell_0041" 3 "acinar"
"human3_lib3.final_cell_0042" 3 "acinar"
"human3_lib3.final_cell_0043" 3 "acinar"
"human3_lib3.final_cell_0044" 3 "acinar"
"human3_lib3.final_cell_0045" 3 "acinar"
"human3_lib3.final_cell_0046" 3 "acinar"
"human3_lib3.final_cell_0047" 3 "acinar"
"human3_lib3.final_cell_0048" 3 "acinar"
"human3_lib3.final_cell_0049" 3 "acinar"
"human3_lib3.final_cell_0050" 3 "acinar"
"human3_lib3.final_cell_0051" 3 "acinar"
"human3_lib3.final_cell_0052" 3 "beta"
"human3_lib3.final_cell_0053" 3 "acinar"
"human3_lib3.final_cell_0054" 3 "beta"
"human3_lib3.final_cell_0055" 3 "acinar"
"human3_lib3.final_cell_0056" 3 "acinar"
"human3_lib3.final_cell_0057" 3 "acinar"
"human3_lib3.final_cell_0058" 3 "acinar"
"human3_lib3.final_cell_0059" 3 "acinar"
"human3_lib3.final_cell_0060" 3 "acinar"
"human3_lib3.final_cell_0061" 3 "acinar"
"human3_lib3.final_cell_0062" 3 "acinar"
"human3_lib3.final_cell_0063" 3 "acinar"
"human3_lib3.final_cell_0064" 3 "acinar"
"human3_lib3.final_cell_0065" 3 "acinar"
"human3_lib3.final_cell_0066" 3 "acinar"
"human3_lib3.final_cell_0067" 3 "acinar"
"human3_lib3.final_cell_0068" 3 "acinar"
"human3_lib3.final_cell_0069" 3 "acinar"
"human3_lib3.final_cell_0070" 3 "acinar"
"human3_lib3.final_cell_0071" 3 "acinar"
"human3_lib3.final_cell_0072" 3 "acinar"
"human3_lib3.final_cell_0073" 3 "acinar"
"human3_lib3.final_cell_0074" 3 "acinar"
"human3_lib3.final_cell_0075" 3 "acinar"
"human3_lib3.final_cell_0076" 3 "acinar"
"human3_lib3.final_cell_0077" 3 "acinar"
"human3_lib3.final_cell_0078" 3 "acinar"
"human3_lib3.final_cell_0079" 3 "acinar"
"human3_lib3.final_cell_0080" 3 "acinar"
"human3_lib3.final_cell_0081" 3 "acinar"
"human3_lib3.final_cell_0082" 3 "acinar"
"human3_lib3.final_cell_0083" 3 "ductal"
"human3_lib3.final_cell_0084" 3 "acinar"
"human3_lib3.final_cell_0085" 3 "acinar"
"human3_lib3.final_cell_0086" 3 "beta"
"human3_lib3.final_cell_0087" 3 "beta"
"human3_lib3.final_cell_0088" 3 "acinar"
"human3_lib3.final_cell_0089" 3 "acinar"
"human3_lib3.final_cell_0090" 3 "acinar"
"human3_lib3.final_cell_0091" 3 "delta"
"human3_lib3.final_cell_0092" 3 "acinar"
"human3_lib3.final_cell_0093" 3 "beta"
"human3_lib3.final_cell_0094" 3 "acinar"
"human3_lib3.final_cell_0095" 3 "acinar"
"human3_lib3.final_cell_0096" 3 "acinar"
"human3_lib3.final_cell_0097" 3 "alpha"
"human3_lib3.final_cell_0098" 3 "acinar"
"human3_lib3.final_cell_0099" 3 "acinar"
"human3_lib3.final_cell_0100" 3 "acinar"
"human3_lib3.final_cell_0101" 3 "acinar"
"human3_lib3.final_cell_0102" 3 "delta"
"human3_lib3.final_cell_0103" 3 "acinar"
"human3_lib3.final_cell_0104" 3 "alpha"
"human3_lib3.final_cell_0105" 3 "beta"
"human3_lib3.final_cell_0106" 3 "acinar"
"human3_lib3.final_cell_0107" 3 "beta"
"human3_lib3.final_cell_0108" 3 "beta"
"human3_lib3.final_cell_0109" 3 "acinar"
"human3_lib3.final_cell_0110" 3 "ductal"
"human3_lib3.final_cell_0111" 3 "acinar"
"human3_lib3.final_cell_0112" 3 "beta"
"human3_lib3.final_cell_0113" 3 "acinar"
"human3_lib3.final_cell_0114" 3 "alpha"
"human3_lib3.final_cell_0115" 3 "alpha"
"human3_lib3.final_cell_0116" 3 "alpha"
"human3_lib3.final_cell_0117" 3 "activated_stellate"
"human3_lib3.final_cell_0118" 3 "acinar"
"human3_lib3.final_cell_0119" 3 "acinar"
"human3_lib3.final_cell_0120" 3 "acinar"
"human3_lib3.final_cell_0121" 3 "beta"
"human3_lib3.final_cell_0122" 3 "acinar"
"human3_lib3.final_cell_0123" 3 "acinar"
"human3_lib3.final_cell_0124" 3 "beta"
"human3_lib3.final_cell_0125" 3 "alpha"
"human3_lib3.final_cell_0126" 3 "acinar"
"human3_lib3.final_cell_0127" 3 "alpha"
"human3_lib3.final_cell_0128" 3 "acinar"
"human3_lib3.final_cell_0129" 3 "acinar"
"human3_lib3.final_cell_0130" 3 "alpha"
"human3_lib3.final_cell_0131" 3 "beta"
"human3_lib3.final_cell_0132" 3 "acinar"
"human3_lib3.final_cell_0133" 3 "alpha"
"human3_lib3.final_cell_0134" 3 "activated_stellate"
"human3_lib3.final_cell_0135" 3 "acinar"
"human3_lib3.final_cell_0136" 3 "beta"
"human3_lib3.final_cell_0137" 3 "beta"
"human3_lib3.final_cell_0138" 3 "beta"
"human3_lib3.final_cell_0139" 3 "acinar"
"human3_lib3.final_cell_0140" 3 "beta"
"human3_lib3.final_cell_0141" 3 "beta"
"human3_lib3.final_cell_0142" 3 "beta"
"human3_lib3.final_cell_0143" 3 "acinar"
"human3_lib3.final_cell_0144" 3 "acinar"
"human3_lib3.final_cell_0145" 3 "acinar"
"human3_lib3.final_cell_0146" 3 "endothelial"
"human3_lib3.final_cell_0147" 3 "alpha"
"human3_lib3.final_cell_0148" 3 "beta"
"human3_lib3.final_cell_0149" 3 "delta"
"human3_lib3.final_cell_0150" 3 "beta"
"human3_lib3.final_cell_0151" 3 "beta"
"human3_lib3.final_cell_0152" 3 "acinar"
"human3_lib3.final_cell_0153" 3 "beta"
"human3_lib3.final_cell_0154" 3 "activated_stellate"
"human3_lib3.final_cell_0155" 3 "acinar"
"human3_lib3.final_cell_0156" 3 "acinar"
"human3_lib3.final_cell_0157" 3 "acinar"
"human3_lib3.final_cell_0158" 3 "alpha"
"human3_lib3.final_cell_0159" 3 "delta"
"human3_lib3.final_cell_0160" 3 "acinar"
"human3_lib3.final_cell_0161" 3 "beta"
"human3_lib3.final_cell_0162" 3 "acinar"
"human3_lib3.final_cell_0163" 3 "acinar"
"human3_lib3.final_cell_0164" 3 "acinar"
"human3_lib3.final_cell_0165" 3 "beta"
"human3_lib3.final_cell_0166" 3 "acinar"
"human3_lib3.final_cell_0167" 3 "beta"
"human3_lib3.final_cell_0168" 3 "acinar"
"human3_lib3.final_cell_0169" 3 "beta"
"human3_lib3.final_cell_0170" 3 "acinar"
"human3_lib3.final_cell_0171" 3 "alpha"
"human3_lib3.final_cell_0172" 3 "ductal"
"human3_lib3.final_cell_0173" 3 "acinar"
"human3_lib3.final_cell_0174" 3 "acinar"
"human3_lib3.final_cell_0175" 3 "activated_stellate"
"human3_lib3.final_cell_0176" 3 "acinar"
"human3_lib3.final_cell_0177" 3 "acinar"
"human3_lib3.final_cell_0178" 3 "beta"
"human3_lib3.final_cell_0179" 3 "acinar"
"human3_lib3.final_cell_0180" 3 "acinar"
"human3_lib3.final_cell_0181" 3 "beta"
"human3_lib3.final_cell_0182" 3 "activated_stellate"
"human3_lib3.final_cell_0183" 3 "alpha"
"human3_lib3.final_cell_0184" 3 "beta"
"human3_lib3.final_cell_0185" 3 "beta"
"human3_lib3.final_cell_0186" 3 "acinar"
"human3_lib3.final_cell_0187" 3 "beta"
"human3_lib3.final_cell_0188" 3 "acinar"
"human3_lib3.final_cell_0189" 3 "alpha"
"human3_lib3.final_cell_0190" 3 "beta"
"human3_lib3.final_cell_0191" 3 "acinar"
"human3_lib3.final_cell_0192" 3 "acinar"
"human3_lib3.final_cell_0193" 3 "beta"
"human3_lib3.final_cell_0194" 3 "acinar"
"human3_lib3.final_cell_0195" 3 "acinar"
"human3_lib3.final_cell_0196" 3 "alpha"
"human3_lib3.final_cell_0197" 3 "beta"
"human3_lib3.final_cell_0198" 3 "acinar"
"human3_lib3.final_cell_0199" 3 "beta"
"human3_lib3.final_cell_0200" 3 "beta"
"human3_lib3.final_cell_0201" 3 "acinar"
"human3_lib3.final_cell_0202" 3 "beta"
"human3_lib3.final_cell_0203" 3 "acinar"
"human3_lib3.final_cell_0204" 3 "acinar"
"human3_lib3.final_cell_0205" 3 "acinar"
"human3_lib3.final_cell_0206" 3 "beta"
"human3_lib3.final_cell_0207" 3 "acinar"
"human3_lib3.final_cell_0208" 3 "acinar"
"human3_lib3.final_cell_0209" 3 "beta"
"human3_lib3.final_cell_0210" 3 "beta"
"human3_lib3.final_cell_0211" 3 "delta"
"human3_lib3.final_cell_0212" 3 "alpha"
"human3_lib3.final_cell_0213" 3 "endothelial"
"human3_lib3.final_cell_0214" 3 "acinar"
"human3_lib3.final_cell_0215" 3 "beta"
"human3_lib3.final_cell_0216" 3 "alpha"
"human3_lib3.final_cell_0217" 3 "alpha"
"human3_lib3.final_cell_0218" 3 "beta"
"human3_lib3.final_cell_0219" 3 "alpha"
"human3_lib3.final_cell_0220" 3 "acinar"
"human3_lib3.final_cell_0221" 3 "acinar"
"human3_lib3.final_cell_0222" 3 "alpha"
"human3_lib3.final_cell_0223" 3 "acinar"
"human3_lib3.final_cell_0224" 3 "ductal"
"human3_lib3.final_cell_0225" 3 "beta"
"human3_lib3.final_cell_0226" 3 "acinar"
"human3_lib3.final_cell_0227" 3 "acinar"
"human3_lib3.final_cell_0228" 3 "acinar"
"human3_lib3.final_cell_0229" 3 "acinar"
"human3_lib3.final_cell_0230" 3 "ductal"
"human3_lib3.final_cell_0231" 3 "acinar"
"human3_lib3.final_cell_0232" 3 "beta"
"human3_lib3.final_cell_0233" 3 "acinar"
"human3_lib3.final_cell_0234" 3 "alpha"
"human3_lib3.final_cell_0235" 3 "acinar"
"human3_lib3.final_cell_0236" 3 "beta"
"human3_lib3.final_cell_0237" 3 "gamma"
"human3_lib3.final_cell_0238" 3 "beta"
"human3_lib3.final_cell_0239" 3 "beta"
"human3_lib3.final_cell_0240" 3 "alpha"
"human3_lib3.final_cell_0241" 3 "acinar"
"human3_lib3.final_cell_0242" 3 "alpha"
"human3_lib3.final_cell_0243" 3 "acinar"
"human3_lib3.final_cell_0244" 3 "ductal"
"human3_lib3.final_cell_0245" 3 "alpha"
"human3_lib3.final_cell_0246" 3 "beta"
"human3_lib3.final_cell_0247" 3 "beta"
"human3_lib3.final_cell_0248" 3 "beta"
"human3_lib3.final_cell_0249" 3 "beta"
"human3_lib3.final_cell_0250" 3 "ductal"
"human3_lib3.final_cell_0251" 3 "beta"
"human3_lib3.final_cell_0252" 3 "ductal"
"human3_lib3.final_cell_0253" 3 "beta"
"human3_lib3.final_cell_0254" 3 "beta"
"human3_lib3.final_cell_0255" 3 "ductal"
"human3_lib3.final_cell_0256" 3 "beta"
"human3_lib3.final_cell_0257" 3 "beta"
"human3_lib3.final_cell_0258" 3 "acinar"
"human3_lib3.final_cell_0259" 3 "beta"
"human3_lib3.final_cell_0260" 3 "beta"
"human3_lib3.final_cell_0261" 3 "alpha"
"human3_lib3.final_cell_0262" 3 "acinar"
"human3_lib3.final_cell_0263" 3 "beta"
"human3_lib3.final_cell_0264" 3 "delta"
"human3_lib3.final_cell_0265" 3 "activated_stellate"
"human3_lib3.final_cell_0266" 3 "acinar"
"human3_lib3.final_cell_0267" 3 "ductal"
"human3_lib3.final_cell_0268" 3 "acinar"
"human3_lib3.final_cell_0269" 3 "beta"
"human3_lib3.final_cell_0270" 3 "beta"
"human3_lib3.final_cell_0271" 3 "ductal"
"human3_lib3.final_cell_0272" 3 "acinar"
"human3_lib3.final_cell_0273" 3 "alpha"
"human3_lib3.final_cell_0274" 3 "delta"
"human3_lib3.final_cell_0275" 3 "beta"
"human3_lib3.final_cell_0276" 3 "acinar"
"human3_lib3.final_cell_0277" 3 "alpha"
"human3_lib3.final_cell_0278" 3 "ductal"
"human3_lib3.final_cell_0279" 3 "beta"
"human3_lib3.final_cell_0280" 3 "alpha"
"human3_lib3.final_cell_0281" 3 "alpha"
"human3_lib3.final_cell_0282" 3 "beta"
"human3_lib3.final_cell_0283" 3 "activated_stellate"
"human3_lib3.final_cell_0284" 3 "acinar"
"human3_lib3.final_cell_0285" 3 "delta"
"human3_lib3.final_cell_0286" 3 "beta"
"human3_lib3.final_cell_0287" 3 "alpha"
"human3_lib3.final_cell_0288" 3 "ductal"
"human3_lib3.final_cell_0289" 3 "acinar"
"human3_lib3.final_cell_0290" 3 "ductal"
"human3_lib3.final_cell_0291" 3 "alpha"
"human3_lib3.final_cell_0292" 3 "endothelial"
"human3_lib3.final_cell_0293" 3 "acinar"
"human3_lib3.final_cell_0294" 3 "alpha"
"human3_lib3.final_cell_0295" 3 "alpha"
"human3_lib3.final_cell_0296" 3 "acinar"
"human3_lib3.final_cell_0297" 3 "beta"
"human3_lib3.final_cell_0298" 3 "beta"
"human3_lib3.final_cell_0299" 3 "ductal"
"human3_lib3.final_cell_0300" 3 "ductal"
"human3_lib3.final_cell_0301" 3 "acinar"
"human3_lib3.final_cell_0302" 3 "ductal"
"human3_lib3.final_cell_0303" 3 "delta"
"human3_lib3.final_cell_0304" 3 "beta"
"human3_lib3.final_cell_0305" 3 "delta"
"human3_lib3.final_cell_0306" 3 "acinar"
"human3_lib3.final_cell_0307" 3 "delta"
"human3_lib3.final_cell_0308" 3 "alpha"
"human3_lib3.final_cell_0309" 3 "alpha"
"human3_lib3.final_cell_0310" 3 "beta"
"human3_lib3.final_cell_0311" 3 "endothelial"
"human3_lib3.final_cell_0312" 3 "ductal"
"human3_lib3.final_cell_0313" 3 "beta"
"human3_lib3.final_cell_0314" 3 "beta"
"human3_lib3.final_cell_0315" 3 "alpha"
"human3_lib3.final_cell_0316" 3 "acinar"
"human3_lib3.final_cell_0317" 3 "alpha"
"human3_lib3.final_cell_0318" 3 "delta"
"human3_lib3.final_cell_0319" 3 "alpha"
"human3_lib3.final_cell_0320" 3 "alpha"
"human3_lib3.final_cell_0321" 3 "beta"
"human3_lib3.final_cell_0322" 3 "ductal"
"human3_lib3.final_cell_0323" 3 "beta"
"human3_lib3.final_cell_0324" 3 "macrophage"
"human3_lib3.final_cell_0325" 3 "alpha"
"human3_lib3.final_cell_0326" 3 "delta"
"human3_lib3.final_cell_0327" 3 "ductal"
"human3_lib3.final_cell_0328" 3 "beta"
"human3_lib3.final_cell_0329" 3 "ductal"
"human3_lib3.final_cell_0330" 3 "alpha"
"human3_lib3.final_cell_0331" 3 "delta"
"human3_lib3.final_cell_0332" 3 "beta"
"human3_lib3.final_cell_0333" 3 "acinar"
"human3_lib3.final_cell_0334" 3 "ductal"
"human3_lib3.final_cell_0335" 3 "ductal"
"human3_lib3.final_cell_0336" 3 "beta"
"human3_lib3.final_cell_0337" 3 "alpha"
"human3_lib3.final_cell_0338" 3 "alpha"
"human3_lib3.final_cell_0339" 3 "acinar"
"human3_lib3.final_cell_0340" 3 "beta"
"human3_lib3.final_cell_0341" 3 "ductal"
"human3_lib3.final_cell_0342" 3 "ductal"
"human3_lib3.final_cell_0343" 3 "beta"
"human3_lib3.final_cell_0344" 3 "alpha"
"human3_lib3.final_cell_0345" 3 "delta"
"human3_lib3.final_cell_0346" 3 "alpha"
"human3_lib3.final_cell_0347" 3 "alpha"
"human3_lib3.final_cell_0348" 3 "alpha"
"human3_lib3.final_cell_0349" 3 "beta"
"human3_lib3.final_cell_0350" 3 "beta"
"human3_lib3.final_cell_0351" 3 "beta"
"human3_lib3.final_cell_0352" 3 "alpha"
"human3_lib3.final_cell_0353" 3 "alpha"
"human3_lib3.final_cell_0354" 3 "acinar"
"human3_lib3.final_cell_0355" 3 "acinar"
"human3_lib3.final_cell_0356" 3 "beta"
"human3_lib3.final_cell_0357" 3 "alpha"
"human3_lib3.final_cell_0358" 3 "alpha"
"human3_lib3.final_cell_0359" 3 "beta"
"human3_lib3.final_cell_0360" 3 "alpha"
"human3_lib3.final_cell_0361" 3 "acinar"
"human3_lib3.final_cell_0362" 3 "delta"
"human3_lib3.final_cell_0363" 3 "acinar"
"human3_lib3.final_cell_0364" 3 "beta"
"human3_lib3.final_cell_0365" 3 "alpha"
"human3_lib3.final_cell_0366" 3 "ductal"
"human3_lib3.final_cell_0367" 3 "beta"
"human3_lib3.final_cell_0368" 3 "alpha"
"human3_lib3.final_cell_0369" 3 "alpha"
"human3_lib3.final_cell_0370" 3 "alpha"
"human3_lib3.final_cell_0371" 3 "beta"
"human3_lib3.final_cell_0372" 3 "alpha"
"human3_lib3.final_cell_0373" 3 "gamma"
"human3_lib3.final_cell_0374" 3 "delta"
"human3_lib3.final_cell_0375" 3 "endothelial"
"human3_lib3.final_cell_0376" 3 "alpha"
"human3_lib3.final_cell_0377" 3 "beta"
"human3_lib3.final_cell_0378" 3 "alpha"
"human3_lib3.final_cell_0379" 3 "delta"
"human3_lib3.final_cell_0380" 3 "beta"
"human3_lib3.final_cell_0381" 3 "delta"
"human3_lib3.final_cell_0382" 3 "ductal"
"human3_lib3.final_cell_0383" 3 "beta"
"human3_lib3.final_cell_0384" 3 "alpha"
"human3_lib3.final_cell_0385" 3 "acinar"
"human3_lib3.final_cell_0386" 3 "alpha"
"human3_lib3.final_cell_0387" 3 "beta"
"human3_lib3.final_cell_0388" 3 "ductal"
"human3_lib3.final_cell_0389" 3 "beta"
"human3_lib3.final_cell_0390" 3 "alpha"
"human3_lib3.final_cell_0391" 3 "beta"
"human3_lib3.final_cell_0392" 3 "ductal"
"human3_lib3.final_cell_0393" 3 "acinar"
"human3_lib3.final_cell_0394" 3 "alpha"
"human3_lib3.final_cell_0395" 3 "beta"
"human3_lib3.final_cell_0396" 3 "acinar"
"human3_lib3.final_cell_0397" 3 "alpha"
"human3_lib3.final_cell_0398" 3 "alpha"
"human3_lib3.final_cell_0399" 3 "alpha"
"human3_lib3.final_cell_0400" 3 "alpha"
"human3_lib3.final_cell_0401" 3 "beta"
"human3_lib3.final_cell_0402" 3 "ductal"
"human3_lib3.final_cell_0403" 3 "beta"
"human3_lib3.final_cell_0404" 3 "alpha"
"human3_lib3.final_cell_0405" 3 "alpha"
"human3_lib3.final_cell_0406" 3 "acinar"
"human3_lib3.final_cell_0407" 3 "ductal"
"human3_lib3.final_cell_0408" 3 "beta"
"human3_lib3.final_cell_0409" 3 "ductal"
"human3_lib3.final_cell_0410" 3 "alpha"
"human3_lib3.final_cell_0411" 3 "beta"
"human3_lib3.final_cell_0412" 3 "beta"
"human3_lib3.final_cell_0413" 3 "macrophage"
"human3_lib3.final_cell_0414" 3 "beta"
"human3_lib3.final_cell_0415" 3 "acinar"
"human3_lib3.final_cell_0416" 3 "beta"
"human3_lib3.final_cell_0417" 3 "ductal"
"human3_lib3.final_cell_0418" 3 "beta"
"human3_lib3.final_cell_0419" 3 "beta"
"human3_lib3.final_cell_0420" 3 "ductal"
"human3_lib3.final_cell_0421" 3 "alpha"
"human3_lib3.final_cell_0422" 3 "beta"
"human3_lib3.final_cell_0423" 3 "alpha"
"human3_lib3.final_cell_0424" 3 "alpha"
"human3_lib3.final_cell_0425" 3 "alpha"
"human3_lib3.final_cell_0426" 3 "alpha"
"human3_lib3.final_cell_0427" 3 "alpha"
"human3_lib3.final_cell_0428" 3 "beta"
"human3_lib3.final_cell_0429" 3 "beta"
"human3_lib3.final_cell_0430" 3 "alpha"
"human3_lib3.final_cell_0431" 3 "alpha"
"human3_lib3.final_cell_0432" 3 "beta"
"human3_lib3.final_cell_0433" 3 "endothelial"
"human3_lib3.final_cell_0434" 3 "alpha"
"human3_lib3.final_cell_0435" 3 "beta"
"human3_lib3.final_cell_0436" 3 "alpha"
"human3_lib3.final_cell_0437" 3 "ductal"
"human3_lib3.final_cell_0438" 3 "endothelial"
"human3_lib3.final_cell_0439" 3 "alpha"
"human3_lib3.final_cell_0440" 3 "acinar"
"human3_lib3.final_cell_0441" 3 "ductal"
"human3_lib3.final_cell_0442" 3 "activated_stellate"
"human3_lib3.final_cell_0443" 3 "alpha"
"human3_lib3.final_cell_0444" 3 "beta"
"human3_lib3.final_cell_0445" 3 "beta"
"human3_lib3.final_cell_0446" 3 "alpha"
"human3_lib3.final_cell_0447" 3 "endothelial"
"human3_lib3.final_cell_0448" 3 "alpha"
"human3_lib3.final_cell_0449" 3 "ductal"
"human3_lib3.final_cell_0450" 3 "delta"
"human3_lib3.final_cell_0451" 3 "alpha"
"human3_lib3.final_cell_0452" 3 "alpha"
"human3_lib3.final_cell_0453" 3 "acinar"
"human3_lib3.final_cell_0454" 3 "ductal"
"human3_lib3.final_cell_0455" 3 "alpha"
"human3_lib3.final_cell_0456" 3 "alpha"
"human3_lib3.final_cell_0457" 3 "alpha"
"human3_lib3.final_cell_0458" 3 "alpha"
"human3_lib3.final_cell_0459" 3 "ductal"
"human3_lib3.final_cell_0460" 3 "alpha"
"human3_lib3.final_cell_0461" 3 "ductal"
"human3_lib3.final_cell_0462" 3 "alpha"
"human3_lib3.final_cell_0463" 3 "alpha"
"human3_lib3.final_cell_0464" 3 "beta"
"human3_lib3.final_cell_0465" 3 "beta"
"human3_lib3.final_cell_0466" 3 "beta"
"human3_lib3.final_cell_0467" 3 "acinar"
"human3_lib3.final_cell_0468" 3 "alpha"
"human3_lib3.final_cell_0469" 3 "alpha"
"human3_lib3.final_cell_0470" 3 "alpha"
"human3_lib3.final_cell_0471" 3 "ductal"
"human3_lib3.final_cell_0472" 3 "alpha"
"human3_lib3.final_cell_0473" 3 "acinar"
"human3_lib3.final_cell_0474" 3 "alpha"
"human3_lib3.final_cell_0475" 3 "beta"
"human3_lib3.final_cell_0476" 3 "beta"
"human3_lib3.final_cell_0477" 3 "delta"
"human3_lib3.final_cell_0478" 3 "acinar"
"human3_lib3.final_cell_0479" 3 "alpha"
"human3_lib3.final_cell_0480" 3 "alpha"
"human3_lib3.final_cell_0481" 3 "beta"
"human3_lib3.final_cell_0482" 3 "alpha"
"human3_lib3.final_cell_0483" 3 "acinar"
"human3_lib3.final_cell_0484" 3 "gamma"
"human3_lib3.final_cell_0485" 3 "alpha"
"human3_lib3.final_cell_0486" 3 "alpha"
"human3_lib3.final_cell_0487" 3 "beta"
"human3_lib3.final_cell_0488" 3 "alpha"
"human3_lib3.final_cell_0489" 3 "beta"
"human3_lib3.final_cell_0490" 3 "ductal"
"human3_lib3.final_cell_0491" 3 "ductal"
"human3_lib3.final_cell_0492" 3 "alpha"
"human3_lib3.final_cell_0493" 3 "beta"
"human3_lib3.final_cell_0494" 3 "alpha"
"human3_lib3.final_cell_0495" 3 "acinar"
"human3_lib3.final_cell_0496" 3 "ductal"
"human3_lib3.final_cell_0497" 3 "alpha"
"human3_lib3.final_cell_0498" 3 "alpha"
"human3_lib3.final_cell_0499" 3 "alpha"
"human3_lib3.final_cell_0500" 3 "alpha"
"human3_lib3.final_cell_0501" 3 "beta"
"human3_lib3.final_cell_0502" 3 "alpha"
"human3_lib3.final_cell_0503" 3 "beta"
"human3_lib3.final_cell_0504" 3 "beta"
"human3_lib3.final_cell_0505" 3 "alpha"
"human3_lib3.final_cell_0506" 3 "alpha"
"human3_lib3.final_cell_0507" 3 "beta"
"human3_lib3.final_cell_0508" 3 "alpha"
"human3_lib3.final_cell_0509" 3 "alpha"
"human3_lib3.final_cell_0510" 3 "alpha"
"human3_lib3.final_cell_0511" 3 "alpha"
"human3_lib3.final_cell_0512" 3 "alpha"
"human3_lib3.final_cell_0513" 3 "alpha"
"human3_lib3.final_cell_0514" 3 "beta"
"human3_lib3.final_cell_0515" 3 "beta"
"human3_lib3.final_cell_0516" 3 "activated_stellate"
"human3_lib3.final_cell_0517" 3 "endothelial"
"human3_lib3.final_cell_0518" 3 "activated_stellate"
"human3_lib3.final_cell_0519" 3 "activated_stellate"
"human3_lib3.final_cell_0520" 3 "beta"
"human3_lib3.final_cell_0521" 3 "ductal"
"human3_lib3.final_cell_0522" 3 "ductal"
"human3_lib3.final_cell_0523" 3 "activated_stellate"
"human3_lib3.final_cell_0524" 3 "ductal"
"human3_lib3.final_cell_0525" 3 "acinar"
"human3_lib3.final_cell_0526" 3 "alpha"
"human3_lib3.final_cell_0527" 3 "beta"
"human3_lib3.final_cell_0528" 3 "ductal"
"human3_lib3.final_cell_0529" 3 "gamma"
"human3_lib3.final_cell_0530" 3 "activated_stellate"
"human3_lib3.final_cell_0531" 3 "beta"
"human3_lib3.final_cell_0532" 3 "delta"
"human3_lib3.final_cell_0533" 3 "alpha"
"human3_lib3.final_cell_0534" 3 "beta"
"human3_lib3.final_cell_0535" 3 "alpha"
"human3_lib3.final_cell_0536" 3 "acinar"
"human3_lib3.final_cell_0537" 3 "acinar"
"human3_lib3.final_cell_0538" 3 "alpha"
"human3_lib3.final_cell_0539" 3 "alpha"
"human3_lib3.final_cell_0540" 3 "ductal"
"human3_lib3.final_cell_0541" 3 "ductal"
"human3_lib3.final_cell_0542" 3 "beta"
"human3_lib3.final_cell_0543" 3 "alpha"
"human3_lib3.final_cell_0544" 3 "alpha"
"human3_lib3.final_cell_0545" 3 "alpha"
"human3_lib3.final_cell_0546" 3 "ductal"
"human3_lib3.final_cell_0547" 3 "ductal"
"human3_lib3.final_cell_0548" 3 "alpha"
"human3_lib3.final_cell_0549" 3 "beta"
"human3_lib3.final_cell_0550" 3 "alpha"
"human3_lib3.final_cell_0551" 3 "acinar"
"human3_lib3.final_cell_0552" 3 "alpha"
"human3_lib3.final_cell_0553" 3 "beta"
"human3_lib3.final_cell_0554" 3 "activated_stellate"
"human3_lib3.final_cell_0555" 3 "beta"
"human3_lib3.final_cell_0556" 3 "beta"
"human3_lib3.final_cell_0557" 3 "alpha"
"human3_lib3.final_cell_0558" 3 "ductal"
